match,teamInnings,battingPos,batsmanName,runs,balls,fours,sixes,SR,out/not_out,id,batsmanrName,Sr
Super Kings Vs KKR,Super Kings,4,Ambati Rayudu,4,7,0,0,57.14,1,61,Ambati Rayudu,57.14285714285714
Super Kings Vs KKR,Super Kings,5,Shivam Dube,48,34,1,3,141.17,0,61,Shivam Dube,141.1764705882353
Super Kings Vs KKR,Super Kings,6,Moeen Ali,1,2,0,0,50.00,1,61,Moeen Ali,50.0
Super Kings Vs KKR,Super Kings,7,Ravindra Jadeja,20,24,0,1,83.33,1,61,Ravindra Jadeja,83.33333333333334
Super Kings Vs KKR,Super Kings,8,MS Dhoni(c) ,2,3,0,0,66.66,0,61,MS Dhoni ,66.66666666666666
Super Kings Vs KKR,KKR,1,Jason Roy,12,15,1,0,80.00,1,61,Jason Roy,80.0
Super Kings Vs KKR,KKR,2,Rahmanullah Gurbaz ,1,4,0,0,25.00,1,61,Rahmanullah Gurbaz ,25.0
Super Kings Vs KKR,KKR,3,Venkatesh Iyer,9,4,2,0,225.00,1,61,Venkatesh Iyer,225.0
Super Kings Vs KKR,KKR,4,Nitish Rana(c),57,44,6,1,129.54,0,61,Nitish Rana,129.54545454545453
Super Kings Vs KKR,KKR,5,Rinku Singh,54,43,4,3,125.58,1,61,Rinku Singh,125.5813953488372
Super Kings Vs KKR,KKR,6,Andre Russell,2,2,0,0,100.00,0,61,Andre Russell,100.0
Titans Vs Sunrisers,Titans,1,Wriddhiman Saha ,0,3,0,0,0.00,1,62,Wriddhiman Saha ,0.0
Titans Vs Sunrisers,Titans,2,Shubman Gill,101,58,13,1,174.13,1,62,Shubman Gill,174.13793103448276
Titans Vs Sunrisers,Titans,3,Sai Sudharsan,47,36,6,1,130.55,1,62,Sai Sudharsan,130.55555555555557
Titans Vs Sunrisers,Titans,4,Hardik Pandya(c),8,6,1,0,133.33,1,62,Hardik Pandya,133.33333333333331
Titans Vs Sunrisers,Titans,5,David Miller,7,5,1,0,140.00,1,62,David Miller,140.0
Titans Vs Sunrisers,Titans,6,Rahul Tewatia,3,3,0,0,100.00,1,62,Rahul Tewatia,100.0
Titans Vs Sunrisers,Titans,7,Dasun Shanaka,9,7,1,0,128.57,0,62,Dasun Shanaka,128.57142857142858
Titans Vs Sunrisers,Titans,8,Rashid Khan,0,1,0,0,0.00,1,62,Rashid Khan,0.0
Titans Vs Sunrisers,Titans,9,Noor Ahmad,0,1,0,0,0.00,1,62,Noor Ahmad,0.0
Titans Vs Sunrisers,Titans,10,Mohammed Shami,0,1,0,0,0.00,1,62,Mohammed Shami,0.0
Titans Vs Sunrisers,Titans,11,Mohit Sharma,0,1,0,0,0.00,0,62,Mohit Sharma,0.0
Titans Vs Sunrisers,Sunrisers,1,Anmolpreet Singh,5,4,1,0,125.00,1,62,Anmolpreet Singh,125.0
Titans Vs Sunrisers,Sunrisers,2,Abhishek Sharma,5,5,1,0,100.00,1,62,Abhishek Sharma,100.0
Titans Vs Sunrisers,Sunrisers,3,Aiden Markram(c),10,10,1,0,100.00,1,62,Aiden Markram,100.0
Titans Vs Sunrisers,Sunrisers,4,Rahul Tripathi,1,2,0,0,50.00,1,62,Rahul Tripathi,50.0
Titans Vs Sunrisers,Sunrisers,5,Heinrich Klaasen ,64,44,4,3,145.45,1,62,Heinrich Klaasen ,145.45454545454547
Titans Vs Sunrisers,Sunrisers,6,Sanvir Singh,7,6,0,1,116.66,1,62,Sanvir Singh,116.66666666666667
Titans Vs Sunrisers,Sunrisers,7,Abdul Samad,4,3,1,0,133.33,1,62,Abdul Samad,133.33333333333331
Titans Vs Sunrisers,Sunrisers,8,Marco Jansen,3,6,0,0,50.00,1,62,Marco Jansen,50.0
Titans Vs Sunrisers,Sunrisers,9,Bhuvneshwar Kumar,27,26,3,0,103.84,1,62,Bhuvneshwar Kumar,103.84615384615385
Titans Vs Sunrisers,Sunrisers,10,Mayank Markande,18,9,2,1,200.00,0,62,Mayank Markande,200.0
Titans Vs Sunrisers,Sunrisers,11,Fazalhaq Farooqi,1,5,0,0,20.00,0,62,Fazalhaq Farooqi,20.0
Super Giants Vs Mumbai,Super Giants,1,Deepak Hooda,5,7,0,0,71.42,1,63,Deepak Hooda,71.42857142857143
Super Giants Vs Mumbai,Super Giants,2,Quinton de Kock ,16,15,0,2,106.66,1,63,Quinton de Kock ,106.66666666666667
Super Giants Vs Mumbai,Super Giants,3,Prerak Mankad,0,1,0,0,0.00,1,63,Prerak Mankad,0.0
Super Giants Vs Mumbai,Super Giants,4,Krunal Pandya(c),49,42,1,1,116.66,0,63,Krunal Pandya,116.66666666666667
Super Giants Vs Mumbai,Super Giants,5,Marcus Stoinis,89,47,4,8,189.36,0,63,Marcus Stoinis,189.36170212765958
Super Giants Vs Mumbai,Super Giants,6,Nicholas Pooran,8,8,1,0,100.00,0,63,Nicholas Pooran,100.0
Super Giants Vs Mumbai,Mumbai,1,Ishan Kishan ,59,39,8,1,151.28,1,63,Ishan Kishan ,151.28205128205127
Super Giants Vs Mumbai,Mumbai,2,Rohit Sharma(c),37,25,1,3,148.00,1,63,Rohit Sharma,148.0
Super Giants Vs Mumbai,Mumbai,3,Suryakumar Yadav,7,9,0,0,77.77,1,63,Suryakumar Yadav,77.77777777777779
Super Giants Vs Mumbai,Mumbai,4,Nehal Wadhera,16,20,2,0,80.00,1,63,Nehal Wadhera,80.0
Super Giants Vs Mumbai,Mumbai,5,Tim David,32,19,1,3,168.42,0,63,Tim David,168.42105263157893
Super Giants Vs Mumbai,Mumbai,6,Vishnu Vinod,2,4,0,0,50.00,1,63,Vishnu Vinod,50.0
Super Giants Vs Mumbai,Mumbai,7,Cameron Green,4,6,0,0,66.66,0,63,Cameron Green,66.66666666666666
Capitals Vs Punjab Kings,Capitals,1,David Warner(c),46,31,5,2,148.38,1,64,David Warner,148.38709677419354
Capitals Vs Punjab Kings,Capitals,2,Prithvi Shaw,54,38,7,1,142.10,1,64,Prithvi Shaw,142.10526315789474
Capitals Vs Punjab Kings,Capitals,3,Rilee Rossouw,82,37,6,6,221.62,0,64,Rilee Rossouw,221.6216216216216
Capitals Vs Punjab Kings,Capitals,4,Phil Salt ,26,14,2,2,185.71,0,64,Phil Salt ,185.71428571428572
Capitals Vs Punjab Kings,Punjab Kings,1,Prabhsimran Singh,22,19,4,0,115.78,1,64,Prabhsimran Singh,115.78947368421053
Capitals Vs Punjab Kings,Punjab Kings,2,Shikhar Dhawan(c),0,1,0,0,0.00,1,64,Shikhar Dhawan,0.0
Capitals Vs Punjab Kings,Punjab Kings,3,Atharva Taide,55,42,5,2,130.95,1,64,Atharva Taide,130.95238095238096
Capitals Vs Punjab Kings,Punjab Kings,4,Liam Livingstone,94,48,5,9,195.83,1,64,Liam Livingstone,195.83333333333331
Capitals Vs Punjab Kings,Punjab Kings,5,Jitesh Sharma ,0,3,0,0,0.00,1,64,Jitesh Sharma ,0.0
Capitals Vs Punjab Kings,Punjab Kings,6,M Shahrukh Khan,6,3,0,1,200.00,1,64,M Shahrukh Khan,200.0
Capitals Vs Punjab Kings,Punjab Kings,7,Sam Curran,11,5,1,1,220.00,1,64,Sam Curran,220.00000000000003
Capitals Vs Punjab Kings,Punjab Kings,8,Harpreet Brar,0,1,0,0,0.00,1,64,Harpreet Brar,0.0
Capitals Vs Punjab Kings,Punjab Kings,9,Rahul Chahar,0,0,0,0,-,0,64,Rahul Chahar,0.0
Sunrisers Vs RCB,Sunrisers,1,Abhishek Sharma,11,14,2,0,78.57,1,65,Abhishek Sharma,78.57142857142857
Sunrisers Vs RCB,Sunrisers,2,Rahul Tripathi,15,12,2,1,125.00,1,65,Rahul Tripathi,125.0
Sunrisers Vs RCB,Sunrisers,3,Aiden Markram(c),18,20,0,0,90.00,1,65,Aiden Markram,90.0
Sunrisers Vs RCB,Sunrisers,4,Heinrich Klaasen ,104,51,8,6,203.92,1,65,Heinrich Klaasen ,203.92156862745097
Sunrisers Vs RCB,Sunrisers,5,Harry Brook,27,19,2,1,142.10,0,65,Harry Brook,142.10526315789474
Sunrisers Vs RCB,Sunrisers,6,Glenn Phillips,5,4,1,0,125.00,1,65,Glenn Phillips,125.0
Sunrisers Vs RCB,RCB,1,Virat Kohli,100,63,12,4,158.73,1,65,Virat Kohli,158.73015873015873
Sunrisers Vs RCB,RCB,2,Faf du Plessis(c),71,47,7,2,151.06,1,65,Faf du Plessis,151.06382978723406
Sunrisers Vs RCB,RCB,3,Glenn Maxwell,5,3,1,0,166.66,0,65,Glenn Maxwell,166.66666666666669
Sunrisers Vs RCB,RCB,4,Michael Bracewell,4,4,0,0,100.00,0,65,Michael Bracewell,100.0
Punjab Kings Vs Royals,Punjab Kings,1,Prabhsimran Singh,2,2,0,0,100.00,1,66,Prabhsimran Singh,100.0
Punjab Kings Vs Royals,Punjab Kings,2,Shikhar Dhawan(c),17,12,2,1,141.66,1,66,Shikhar Dhawan,141.66666666666669
Punjab Kings Vs Royals,Punjab Kings,3,Atharva Taide,19,12,3,1,158.33,1,66,Atharva Taide,158.33333333333331
Punjab Kings Vs Royals,Punjab Kings,4,Liam Livingstone,9,13,1,0,69.23,1,66,Liam Livingstone,69.23076923076923
Punjab Kings Vs Royals,Punjab Kings,5,Sam Curran,49,31,4,2,158.06,0,66,Sam Curran,158.06451612903226
Punjab Kings Vs Royals,Punjab Kings,6,Jitesh Sharma ,44,28,3,3,157.14,1,66,Jitesh Sharma ,157.14285714285714
Punjab Kings Vs Royals,Punjab Kings,7,M Shahrukh Khan,41,23,4,2,178.26,0,66,M Shahrukh Khan,178.26086956521738
Punjab Kings Vs Royals,Royals,1,Yashasvi Jaiswal,50,36,8,0,138.88,1,66,Yashasvi Jaiswal,138.88888888888889
Punjab Kings Vs Royals,Royals,2,Jos Buttler,0,4,0,0,0.00,1,66,Jos Buttler,0.0
Punjab Kings Vs Royals,Royals,3,Devdutt Padikkal,51,30,5,3,170.00,1,66,Devdutt Padikkal,170.0
Punjab Kings Vs Royals,Royals,4,Sanju Samson(c) ,2,3,0,0,66.66,1,66,Sanju Samson ,66.66666666666666
Punjab Kings Vs Royals,Royals,5,Shimron Hetmyer,46,28,4,3,164.28,1,66,Shimron Hetmyer,164.28571428571428
Punjab Kings Vs Royals,Royals,6,Riyan Parag,20,12,1,2,166.66,1,66,Riyan Parag,166.66666666666669
Punjab Kings Vs Royals,Royals,7,Dhruv Jurel,10,4,0,1,250.00,0,66,Dhruv Jurel,250.0
Punjab Kings Vs Royals,Royals,8,Trent Boult,1,2,0,0,50.00,0,66,Trent Boult,50.0
Super Kings Vs Capitals,Super Kings,1,Ruturaj Gaikwad,79,50,3,7,158.00,1,67,Ruturaj Gaikwad,158.0
Super Kings Vs Capitals,Super Kings,2,Devon Conway,87,52,11,3,167.30,1,67,Devon Conway,167.30769230769232
Super Kings Vs Capitals,Super Kings,3,Shivam Dube,22,9,0,3,244.44,1,67,Shivam Dube,244.44444444444446
Super Kings Vs Capitals,Super Kings,4,MS Dhoni(c) ,5,4,0,0,125.00,0,67,MS Dhoni ,125.0
Super Kings Vs Capitals,Super Kings,5,Ravindra Jadeja,20,7,3,1,285.71,0,67,Ravindra Jadeja,285.7142857142857
Super Kings Vs Capitals,Capitals,1,Prithvi Shaw,5,7,1,0,71.42,1,67,Prithvi Shaw,71.42857142857143
Super Kings Vs Capitals,Capitals,2,David Warner(c),86,58,7,5,148.27,1,67,David Warner,148.27586206896552
Super Kings Vs Capitals,Capitals,3,Phil Salt ,3,6,0,0,50.00,1,67,Phil Salt ,50.0
Super Kings Vs Capitals,Capitals,4,Rilee Rossouw,0,1,0,0,0.00,1,67,Rilee Rossouw,0.0
Super Kings Vs Capitals,Capitals,5,Yash Dhull,13,15,1,0,86.66,1,67,Yash Dhull,86.66666666666667
Super Kings Vs Capitals,Capitals,6,Axar Patel,15,8,1,1,187.50,1,67,Axar Patel,187.5
Super Kings Vs Capitals,Capitals,7,Aman Hakim Khan,7,9,1,0,77.77,1,67,Aman Hakim Khan,77.77777777777779
Super Kings Vs Capitals,Capitals,8,Lalit Yadav,6,12,0,0,50.00,1,67,Lalit Yadav,50.0
Super Kings Vs Capitals,Capitals,9,Anrich Nortje,0,1,0,0,0.00,0,67,Anrich Nortje,0.0
Super Kings Vs Capitals,Capitals,10,Kuldeep Yadav,0,1,0,0,0.00,1,67,Kuldeep Yadav,0.0
Super Kings Vs Capitals,Capitals,11,Chetan Sakariya,0,2,0,0,0.00,0,67,Chetan Sakariya,0.0
Super Giants Vs KKR,Super Giants,1,Karan Sharma,3,5,0,0,60.00,1,68,Karan Sharma,60.0
Super Giants Vs KKR,Super Giants,2,Quinton de Kock ,28,27,0,2,103.70,1,68,Quinton de Kock ,103.7037037037037
Super Giants Vs KKR,Super Giants,3,Prerak Mankad,26,20,5,0,130.00,1,68,Prerak Mankad,130.0
Super Giants Vs KKR,Super Giants,4,Marcus Stoinis,0,2,0,0,0.00,1,68,Marcus Stoinis,0.0
Super Giants Vs KKR,Super Giants,5,Krunal Pandya(c),9,8,0,1,112.50,1,68,Krunal Pandya,112.5
Super Giants Vs KKR,Super Giants,6,Ayush Badoni,25,21,2,1,119.04,1,68,Ayush Badoni,119.04761904761905
Super Giants Vs KKR,Super Giants,7,Nicholas Pooran,58,30,4,5,193.33,1,68,Nicholas Pooran,193.33333333333334
Super Giants Vs KKR,Super Giants,8,Krishnappa Gowtham,11,4,1,1,275.00,0,68,Krishnappa Gowtham,275.0
Super Giants Vs KKR,Super Giants,9,Ravi Bishnoi,2,2,0,0,100.00,1,68,Ravi Bishnoi,100.0
Super Giants Vs KKR,Super Giants,10,Naveen-ul-Haq,2,3,0,0,66.66,0,68,Naveen-ul-Haq,66.66666666666666
Super Giants Vs KKR,KKR,1,Jason Roy,45,28,7,1,160.71,1,68,Jason Roy,160.71428571428572
Super Giants Vs KKR,KKR,2,Venkatesh Iyer,24,15,3,1,160.00,1,68,Venkatesh Iyer,160.0
Super Giants Vs KKR,KKR,3,Nitish Rana(c),8,10,1,0,80.00,1,68,Nitish Rana,80.0
Super Giants Vs KKR,KKR,4,Rahmanullah Gurbaz ,10,15,0,0,66.66,1,68,Rahmanullah Gurbaz ,66.66666666666666
Super Giants Vs KKR,KKR,5,Rinku Singh,67,33,6,4,203.03,0,68,Rinku Singh,203.03030303030303
Super Giants Vs KKR,KKR,6,Andre Russell,7,9,0,1,77.77,1,68,Andre Russell,77.77777777777779
Super Giants Vs KKR,KKR,7,Shardul Thakur,3,7,0,0,42.85,1,68,Shardul Thakur,42.857142857142854
Super Giants Vs KKR,KKR,8,Sunil Narine,1,2,0,0,50.00,1,68,Sunil Narine,50.0
Super Giants Vs KKR,KKR,9,Vaibhav Arora,1,1,0,0,100.00,0,68,Vaibhav Arora,100.0
Sunrisers Vs Mumbai,Sunrisers,1,Vivrant Sharma,69,47,9,2,146.80,1,69,Vivrant Sharma,146.80851063829786
Sunrisers Vs Mumbai,Sunrisers,2,Mayank Agarwal,83,46,8,4,180.43,1,69,Mayank Agarwal,180.43478260869566
Sunrisers Vs Mumbai,Sunrisers,3,Heinrich Klaasen ,18,13,2,0,138.46,1,69,Heinrich Klaasen ,138.46153846153845
Sunrisers Vs Mumbai,Sunrisers,4,Glenn Phillips,1,4,0,0,25.00,1,69,Glenn Phillips,25.0
Sunrisers Vs Mumbai,Sunrisers,5,Aiden Markram(c),13,7,0,1,185.71,0,69,Aiden Markram,185.71428571428572
Sunrisers Vs Mumbai,Sunrisers,6,Harry Brook,0,1,0,0,0.00,1,69,Harry Brook,0.0
Sunrisers Vs Mumbai,Sunrisers,7,Sanvir Singh,4,3,1,0,133.33,0,69,Sanvir Singh,133.33333333333331
Sunrisers Vs Mumbai,Mumbai,1,Ishan Kishan ,14,12,1,1,116.66,1,69,Ishan Kishan ,116.66666666666667
Sunrisers Vs Mumbai,Mumbai,2,Rohit Sharma(c),56,37,8,1,151.35,1,69,Rohit Sharma,151.35135135135135
Sunrisers Vs Mumbai,Mumbai,3,Cameron Green,100,47,8,8,212.76,0,69,Cameron Green,212.7659574468085
Sunrisers Vs Mumbai,Mumbai,4,Suryakumar Yadav,25,16,4,0,156.25,0,69,Suryakumar Yadav,156.25
RCB Vs Titans,RCB,1,Virat Kohli,101,61,13,1,165.57,0,70,Virat Kohli,165.5737704918033
RCB Vs Titans,RCB,2,Faf du Plessis(c),28,19,5,0,147.36,1,70,Faf du Plessis,147.36842105263156
RCB Vs Titans,RCB,3,Glenn Maxwell,11,5,1,1,220.00,1,70,Glenn Maxwell,220.00000000000003
RCB Vs Titans,RCB,4,Mahipal Lomror,1,3,0,0,33.33,1,70,Mahipal Lomror,33.33333333333333
RCB Vs Titans,RCB,5,Michael Bracewell,26,16,5,0,162.50,1,70,Michael Bracewell,162.5
RCB Vs Titans,RCB,6,Dinesh Karthik,0,1,0,0,0.00,1,70,Dinesh Karthik,0.0
RCB Vs Titans,RCB,7,Anuj Rawat ,23,15,1,1,153.33,0,70,Anuj Rawat ,153.33333333333334
RCB Vs Titans,Titans,1,Wriddhiman Saha ,12,14,2,0,85.71,1,70,Wriddhiman Saha ,85.71428571428571
RCB Vs Titans,Titans,2,Shubman Gill,104,52,5,8,200.00,0,70,Shubman Gill,200.0
RCB Vs Titans,Titans,3,Vijay Shankar,53,35,7,2,151.42,1,70,Vijay Shankar,151.42857142857142
RCB Vs Titans,Titans,4,Dasun Shanaka,0,3,0,0,0.00,1,70,Dasun Shanaka,0.0
RCB Vs Titans,Titans,5,David Miller,6,7,1,0,85.71,1,70,David Miller,85.71428571428571
RCB Vs Titans,Titans,6,Rahul Tewatia,4,5,0,0,80.00,0,70,Rahul Tewatia,80.0
Super Kings Vs Titans,Super Kings,1,Ruturaj Gaikwad,60,44,7,1,136.36,1,71,Ruturaj Gaikwad,136.36363636363635
Super Kings Vs Titans,Super Kings,2,Devon Conway,40,34,4,0,117.64,1,71,Devon Conway,117.64705882352942
Super Kings Vs Titans,Super Kings,3,Shivam Dube,1,3,0,0,33.33,1,71,Shivam Dube,33.33333333333333
Super Kings Vs Titans,Super Kings,4,Ajinkya Rahane,17,10,0,1,170.00,1,71,Ajinkya Rahane,170.0
Super Kings Vs Titans,Super Kings,5,Ambati Rayudu,17,9,1,1,188.88,1,71,Ambati Rayudu,188.88888888888889
Super Kings Vs Titans,Super Kings,6,Ravindra Jadeja,22,16,2,0,137.50,1,71,Ravindra Jadeja,137.5
Super Kings Vs Titans,Super Kings,7,MS Dhoni(c) ,1,2,0,0,50.00,1,71,MS Dhoni ,50.0
Super Kings Vs Titans,Super Kings,8,Moeen Ali,9,4,0,1,225.00,0,71,Moeen Ali,225.0
Super Kings Vs Titans,Titans,1,Wriddhiman Saha ,12,11,2,0,109.09,1,71,Wriddhiman Saha ,109.09090909090908
Super Kings Vs Titans,Titans,2,Shubman Gill,42,38,4,1,110.52,1,71,Shubman Gill,110.5263157894737
Super Kings Vs Titans,Titans,3,Hardik Pandya(c),8,7,1,0,114.28,1,71,Hardik Pandya,114.28571428571428
Super Kings Vs Titans,Titans,4,Dasun Shanaka,17,16,1,1,106.25,1,71,Dasun Shanaka,106.25
Super Kings Vs Titans,Titans,5,David Miller,4,6,0,0,66.66,1,71,David Miller,66.66666666666666
Super Kings Vs Titans,Titans,6,Vijay Shankar,14,10,0,1,140.00,1,71,Vijay Shankar,140.0
Super Kings Vs Titans,Titans,7,Rahul Tewatia,3,5,0,0,60.00,1,71,Rahul Tewatia,60.0
Super Kings Vs Titans,Titans,8,Rashid Khan,30,16,3,2,187.50,1,71,Rashid Khan,187.5
Super Kings Vs Titans,Titans,9,Darshan Nalkande,0,1,0,0,0.00,1,71,Darshan Nalkande,0.0
Super Kings Vs Titans,Titans,10,Noor Ahmad,7,5,1,0,140.00,0,71,Noor Ahmad,140.0
Super Kings Vs Titans,Titans,11,Mohammed Shami,5,5,1,0,100.00,1,71,Mohammed Shami,100.0
Mumbai Vs Super Giants,Mumbai,1,Ishan Kishan ,15,12,3,0,125.00,1,72,Ishan Kishan ,125.0
Mumbai Vs Super Giants,Mumbai,2,Rohit Sharma(c),11,10,1,1,110.00,1,72,Rohit Sharma,110.00000000000001
Mumbai Vs Super Giants,Mumbai,3,Cameron Green,41,23,6,1,178.26,1,72,Cameron Green,178.26086956521738
Mumbai Vs Super Giants,Mumbai,4,Suryakumar Yadav,33,20,2,2,165.00,1,72,Suryakumar Yadav,165.0
Mumbai Vs Super Giants,Mumbai,5,Tilak Varma,26,22,0,2,118.18,1,72,Tilak Varma,118.18181818181819
Mumbai Vs Super Giants,Mumbai,6,Tim David,13,13,1,0,100.00,1,72,Tim David,100.0
Mumbai Vs Super Giants,Mumbai,7,Nehal Wadhera,23,12,2,2,191.66,1,72,Nehal Wadhera,191.66666666666669
Mumbai Vs Super Giants,Mumbai,8,Chris Jordan,4,7,0,0,57.14,1,72,Chris Jordan,57.14285714285714
Mumbai Vs Super Giants,Mumbai,9,Hrithik Shokeen,0,1,0,0,0.00,0,72,Hrithik Shokeen,0.0
Mumbai Vs Super Giants,Super Giants,1,Kyle Mayers,18,13,3,0,138.46,1,72,Kyle Mayers,138.46153846153845
Mumbai Vs Super Giants,Super Giants,2,Prerak Mankad,3,6,0,0,50.00,1,72,Prerak Mankad,50.0
Mumbai Vs Super Giants,Super Giants,3,Krunal Pandya(c),8,11,1,0,72.72,1,72,Krunal Pandya,72.72727272727273
Mumbai Vs Super Giants,Super Giants,4,Marcus Stoinis,40,27,5,1,148.14,1,72,Marcus Stoinis,148.14814814814815
Mumbai Vs Super Giants,Super Giants,5,Ayush Badoni,1,7,0,0,14.28,1,72,Ayush Badoni,14.285714285714285
Mumbai Vs Super Giants,Super Giants,6,Nicholas Pooran ,0,1,0,0,0.00,1,72,Nicholas Pooran ,0.0
Mumbai Vs Super Giants,Super Giants,7,Deepak Hooda,15,13,0,1,115.38,1,72,Deepak Hooda,115.38461538461537
Mumbai Vs Super Giants,Super Giants,8,Krishnappa Gowtham,2,3,0,0,66.66,1,72,Krishnappa Gowtham,66.66666666666666
Mumbai Vs Super Giants,Super Giants,9,Ravi Bishnoi,3,6,0,0,50.00,1,72,Ravi Bishnoi,50.0
Mumbai Vs Super Giants,Super Giants,10,Naveen-ul-Haq,1,5,0,0,20.00,0,72,Naveen-ul-Haq,20.0
Mumbai Vs Super Giants,Super Giants,11,Mohsin Khan,0,7,0,0,0.00,1,72,Mohsin Khan,0.0
Titans Vs Mumbai,Titans,1,Wriddhiman Saha ,18,16,3,0,112.50,1,73,Wriddhiman Saha ,112.5
Titans Vs Mumbai,Titans,2,Shubman Gill,129,60,7,10,215.00,1,73,Shubman Gill,215.0
Titans Vs Mumbai,Titans,3,Sai Sudharsan,43,31,5,1,138.70,1,73,Sai Sudharsan,138.70967741935485
Titans Vs Mumbai,Titans,4,Hardik Pandya(c),28,13,2,2,215.38,0,73,Hardik Pandya,215.3846153846154
Titans Vs Mumbai,Titans,5,Rashid Khan,5,2,1,0,250.00,0,73,Rashid Khan,250.0
Titans Vs Mumbai,Mumbai,1,Rohit Sharma(c),8,7,1,0,114.28,1,73,Rohit Sharma,114.28571428571428
Titans Vs Mumbai,Mumbai,2,Nehal Wadhera,4,3,1,0,133.33,1,73,Nehal Wadhera,133.33333333333331
Titans Vs Mumbai,Mumbai,3,Cameron Green,30,20,2,2,150.00,1,73,Cameron Green,150.0
Titans Vs Mumbai,Mumbai,4,Suryakumar Yadav,61,38,7,2,160.52,1,73,Suryakumar Yadav,160.5263157894737
Titans Vs Mumbai,Mumbai,5,Tilak Varma,43,14,5,3,307.14,1,73,Tilak Varma,307.14285714285717
Titans Vs Mumbai,Mumbai,6,Vishnu Vinod ,5,7,0,0,71.42,1,73,Vishnu Vinod ,71.42857142857143
Titans Vs Mumbai,Mumbai,7,Tim David,2,3,0,0,66.66,1,73,Tim David,66.66666666666666
Titans Vs Mumbai,Mumbai,8,Chris Jordan,2,5,0,0,40.00,1,73,Chris Jordan,40.0
Titans Vs Mumbai,Mumbai,9,Piyush Chawla,0,2,0,0,0.00,1,73,Piyush Chawla,0.0
Titans Vs Mumbai,Mumbai,10,Kumar Kartikeya,6,7,1,0,85.71,1,73,Kumar Kartikeya,85.71428571428571
Titans Vs Mumbai,Mumbai,11,Jason Behrendorff,3,5,0,0,60.00,0,73,Jason Behrendorff,60.0
Titans Vs Super Kings,Titans,1,Wriddhiman Saha ,54,39,5,1,138.46,1,74,Wriddhiman Saha ,138.46153846153845
Titans Vs Super Kings,Titans,2,Shubman Gill,39,20,7,0,195.00,1,74,Shubman Gill,195.0
Titans Vs Super Kings,Titans,3,Sai Sudharsan,96,47,8,6,204.25,1,74,Sai Sudharsan,204.25531914893617
Titans Vs Super Kings,Titans,4,Hardik Pandya(c),21,12,0,2,175.00,0,74,Hardik Pandya,175.0
Titans Vs Super Kings,Titans,5,Rashid Khan,0,2,0,0,0.00,1,74,Rashid Khan,0.0
Titans Vs Super Kings,Super Kings,1,Ruturaj Gaikwad,26,16,3,1,162.50,1,74,Ruturaj Gaikwad,162.5
Titans Vs Super Kings,Super Kings,2,Devon Conway,47,25,4,2,188.00,1,74,Devon Conway,188.0
Titans Vs Super Kings,Super Kings,3,Shivam Dube,32,21,0,2,152.38,0,74,Shivam Dube,152.38095238095238
Titans Vs Super Kings,Super Kings,4,Ajinkya Rahane,27,13,2,2,207.69,1,74,Ajinkya Rahane,207.6923076923077
Titans Vs Super Kings,Super Kings,5,Ambati Rayudu,19,8,1,2,237.50,1,74,Ambati Rayudu,237.5
Titans Vs Super Kings,Super Kings,6,MS Dhoni(c) ,0,1,0,0,0.00,1,74,MS Dhoni ,0.0
Titans Vs Super Kings,Super Kings,7,Ravindra Jadeja,15,6,1,1,250.00,0,74,Ravindra Jadeja,250.0
