match,team,bowlerName,overs,maiden,runs,wickets,economy,dots,fours,sixes,wides,noBalls,balls,id
Titans Vs Mumbai,Mumbai,Cameron Green,3,0,35,0,11.66,4,3,2,0,0,18,72
Titans Vs Mumbai,Mumbai,Akash Madhwal,4,0,52,1,13.0,7,3,4,0,2,24,72
Titans Vs Mumbai,Mumbai,Chris Jordan,4,0,56,0,14.0,6,6,3,4,0,24,72
Titans Vs Mumbai,Mumbai,Piyush Chawla,3,0,45,1,15.0,0,2,3,1,0,18,72
Titans Vs Mumbai,Mumbai,Kumar Kartikeya,2,0,15,0,7.5,2,0,1,0,0,12,72
Titans Vs Mumbai,Titans,Mohammed Shami,3,0,41,2,13.66,6,6,2,0,0,18,72
Titans Vs Mumbai,Titans,Hardik Pandya,2,0,24,0,12.0,4,3,1,1,0,12,72
Titans Vs Mumbai,Titans,Rashid Khan,4,0,33,2,8.25,8,5,0,1,0,24,72
Titans Vs Mumbai,Titans,Noor Ahmad,4,0,35,0,8.75,8,1,2,1,1,24,72
Titans Vs Mumbai,Titans,Josh Little,3,0,26,1,8.66,6,2,1,1,0,18,72
Titans Vs Mumbai,Titans,Mohit Sharma,2,0,10,5,4.28,9,0,1,0,0,14,72
Titans Vs Super Kings,Super Kings,Deepak Chahar,4,0,38,1,9.5,5,3,1,0,0,24,73
Titans Vs Super Kings,Super Kings,Tushar Deshpande,4,0,56,0,14.0,4,7,3,0,0,24,73
Titans Vs Super Kings,Super Kings,Maheesh Theekshana,4,0,36,0,9.0,8,3,2,0,0,24,73
Titans Vs Super Kings,Super Kings,Ravindra Jadeja,4,0,38,1,9.5,3,3,1,0,0,24,73
Titans Vs Super Kings,Super Kings,Matheesha Pathirana,4,0,44,2,11.0,7,4,2,2,0,24,73
Titans Vs Super Kings,Titans,Mohammed Shami,3,0,29,0,9.66,5,4,0,0,0,18,73
Titans Vs Super Kings,Titans,Hardik Pandya,1,0,14,0,14.0,1,1,1,1,0,6,73
Titans Vs Super Kings,Titans,Rashid Khan,3,0,44,0,14.66,2,4,3,0,0,18,73
Titans Vs Super Kings,Titans,Noor Ahmad,3,0,17,2,5.66,6,0,0,3,0,18,73
Titans Vs Super Kings,Titans,Josh Little,2,0,30,0,15.0,1,0,3,0,0,12,73
Titans Vs Super Kings,Titans,Mohit Sharma,3,0,36,3,12.0,4,2,3,0,0,18,73
Capitals Vs Titans,Titans,Mohammed Shami,4,0,11,4,2.75,19,1,0,0,0,24,74
Capitals Vs Titans,Titans,Hardik Pandya,1,0,10,0,10.0,3,2,0,0,1,6,74
Capitals Vs Titans,Titans,Josh Little,3,0,27,0,9.0,6,4,0,0,0,18,74
Capitals Vs Titans,Titans,Rashid Khan,4,0,28,1,7.0,12,0,3,1,0,24,74
Capitals Vs Titans,Titans,Noor Ahmad,4,0,20,0,5.0,11,1,0,2,0,24,74
Capitals Vs Titans,Titans,Mohit Sharma,4,0,33,2,8.25,7,1,2,0,0,24,74
Capitals Vs Titans,Capitals,Khaleel Ahmed,4,1,24,2,6.0,12,4,0,0,0,24,74
Capitals Vs Titans,Capitals,Ishant Sharma,4,0,23,2,5.75,12,2,0,1,0,24,74
Capitals Vs Titans,Capitals,Anrich Nortje,4,0,39,1,9.75,11,2,3,2,0,24,74
Capitals Vs Titans,Capitals,Kuldeep Yadav,4,0,15,1,3.75,9,0,0,0,0,24,74
Capitals Vs Titans,Capitals,Axar Patel,4,0,24,0,6.0,10,1,1,1,0,24,74
